instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
76,2011-03-17,1,0,3,0,4,1,1,11.504999999999999,11.081978,0.602917,14.041792999999998,424,2320,2744
77,2011-03-18,1,0,3,0,5,1,1,17.380000000000003,18.782594000000003,0.525217,15.478139,884,2355,3239
78,2011-03-19,1,0,3,0,6,0,1,14.2075,14.790650000000003,0.37916700000000003,24.667189,1424,1693,3117
79,2011-03-20,1,0,3,0,0,0,1,7.627500000000001,5.499499999999998,0.47375,13.917307000000001,1047,1424,2471
80,2011-03-21,2,0,3,0,1,1,2,12.230445,11.04251,0.7373910000000001,19.348461,401,1676,2077
81,2011-03-22,2,0,3,0,2,1,1,12.758349000000003,13.082372000000003,0.624583,15.125250000000001,460,2243,2703
82,2011-03-23,2,0,3,0,3,1,2,8.306979000000002,6.303974,0.839565,15.695487000000002,203,1918,2121
83,2011-03-24,2,0,3,0,4,1,2,5.395,1.8749779999999987,0.8058330000000001,16.333728999999998,166,1699,1865
84,2011-03-25,2,0,3,0,5,1,1,4.415849,0.9165919999999979,0.495,15.458575000000002,300,1910,2210
85,2011-03-26,2,0,3,0,6,0,1,4.494150999999999,0.9996860000000005,0.394167,14.041257,981,1515,2496
86,2011-03-27,2,0,3,0,0,0,2,3.8930209999999974,0.5223739999999992,0.493913,12.348099999999999,472,1221,1693
87,2011-03-28,2,0,3,0,1,1,1,4.424356000000001,0.999883999999998,0.302174,14.217668,222,1806,2028
88,2011-03-29,2,0,3,0,2,1,1,6.217499999999999,3.3319280000000013,0.31416700000000003,15.208732,317,2108,2425
89,2011-03-30,2,0,3,0,3,1,2,6.1,3.6250999999999998,0.6466670000000001,11.583496,168,1368,1536
90,2011-03-31,2,0,3,0,4,1,3,4.611651,0.9999499999999983,0.918333,14.582282000000001,179,1506,1685
91,2011-04-01,2,0,4,0,5,1,2,6.1,2.7079640000000005,0.68625,17.333436,307,1920,2227
92,2011-04-02,2,0,4,0,6,0,2,6.805,4.832042000000001,0.65375,13.208782000000001,898,1354,2252
93,2011-04-03,2,0,4,0,0,0,1,9.781651,8.998622000000001,0.48,12.208271000000002,1651,1598,3249
94,2011-04-04,2,0,4,0,1,1,1,18.946651,19.833314,0.42625,25.833257,734,2381,3115
95,2011-04-05,2,0,4,0,2,1,2,11.465848999999999,10.2911,0.642083,26.000488999999998,167,1628,1795
96,2011-04-06,2,0,4,0,3,1,1,10.369150999999999,9.582128,0.470833,17.625221,413,2395,2808
97,2011-04-07,2,0,4,0,4,1,1,12.5625,12.623936,0.602917,10.874903999999999,571,2570,3141
98,2011-04-08,2,0,4,0,5,1,2,7.784151,5.4156140000000015,0.83625,15.208464,172,1299,1471
99,2011-04-09,2,0,4,0,6,0,2,8.0975,6.540913999999997,0.8775,8.916560999999998,879,1576,2455
100,2011-04-10,2,0,4,0,0,0,2,12.053349,12.164641999999997,0.8575,9.833389,1188,1707,2895
101,2011-04-11,2,0,4,0,1,1,2,19.995644000000002,21.304322,0.716956,21.739758,855,2493,3348
102,2011-04-12,2,0,4,0,2,1,2,15.617499999999996,16.541564,0.739167,18.416892999999998,257,1777,2034
103,2011-04-13,2,0,4,0,3,1,2,11.3875,11.540678,0.8191669999999999,16.791339,209,1953,2162
104,2011-04-14,2,0,4,0,4,1,1,13.9725,14.540972,0.540417,7.4169,529,2738,3267
105,2011-04-15,2,0,4,1,5,0,1,12.993348999999998,13.166258,0.67125,15.167124999999999,642,2484,3126
106,2011-04-16,2,0,4,0,6,0,3,12.249150999999998,12.082472,0.888333,22.834136,121,674,795
107,2011-04-17,2,0,4,0,0,0,1,13.463349000000001,13.415935999999999,0.47958300000000004,20.334232,1558,2186,3744
108,2011-04-18,2,0,4,0,1,1,1,16.0875,17.207636,0.5425,10.958989,669,2760,3429
109,2011-04-19,2,0,4,0,2,1,2,15.774151,16.291027999999997,0.6658329999999999,10.584057,409,2795,3204
110,2011-04-20,2,0,4,0,3,1,1,19.965,21.249872000000003,0.614167,16.208975,613,3331,3944
111,2011-04-21,2,0,4,0,4,1,1,13.580849,13.956872,0.4070829999999999,21.792286,745,3444,4189
112,2011-04-22,2,0,4,0,5,1,2,7.823349,5.248964000000001,0.729583,14.707906999999999,177,1506,1683
113,2011-04-23,2,0,4,0,6,0,2,13.620000000000001,13.707985999999998,0.887917,15.458575000000002,1462,2574,4036
114,2011-04-24,2,0,4,0,0,0,2,19.338349,20.416358000000002,0.8108330000000001,12.875725000000001,1710,2481,4191
115,2011-04-25,2,0,4,0,1,1,1,20.513348999999998,21.917,0.7766670000000001,12.417311,773,3300,4073
116,2011-04-26,2,0,4,0,2,1,1,21.688349,23.209478000000004,0.729167,21.875500000000002,678,3722,4400
117,2011-04-27,2,0,4,0,3,1,2,21.14,21.959372000000002,0.835417,20.917399999999997,547,3325,3872
118,2011-04-28,2,0,4,0,4,1,2,21.0225,22.209314,0.700833,21.500836,569,3489,4058
119,2011-04-29,2,0,4,0,5,1,1,15.969999999999999,16.832558,0.457083,16.084221,878,3717,4595
120,2011-04-30,2,0,4,0,6,0,1,14.2075,14.625386000000002,0.503333,15.750025,1965,3347,5312
121,2011-05-01,2,0,5,0,0,0,2,13.228348999999998,13.581464,0.762083,7.125717999999999,1138,2213,3351
122,2011-05-02,2,0,5,0,1,1,2,17.810848999999997,19.166978,0.73,12.291418,847,3554,4401
123,2011-05-03,2,0,5,0,2,1,2,20.983348999999997,22.417214,0.6970829999999999,22.958689,603,3848,4451
124,2011-05-04,2,0,5,0,3,1,2,11.465848999999999,10.706900000000001,0.737083,22.042732,255,2378,2633
125,2011-05-05,2,0,5,0,4,1,1,13.580849,13.166522,0.44416700000000003,19.791263999999998,614,3819,4433
126,2011-05-06,2,0,5,0,5,1,1,14.520849000000002,15.291722,0.59,15.292482,894,3714,4608
127,2011-05-07,2,0,5,0,6,0,1,16.44,17.832986,0.54125,10.750150000000001,1612,3102,4714
128,2011-05-08,2,0,5,0,0,0,1,16.831650999999997,18.249578,0.631667,5.0007125,1401,2932,4333
129,2011-05-09,2,0,5,0,1,1,1,17.0275,18.666235999999998,0.58875,11.792000000000002,664,3698,4362
130,2011-05-10,2,0,5,0,2,1,1,17.0275,18.499586,0.48916699999999996,7.749957000000001,694,4109,4803
131,2011-05-11,2,0,5,0,3,1,1,17.4975,18.8744,0.632917,8.083014,550,3632,4182
132,2011-05-12,2,0,5,0,4,1,1,17.145000000000003,18.541958,0.7475,12.707689,695,4169,4864
133,2011-05-13,2,0,5,0,5,1,2,16.0875,16.623800000000003,0.8633330000000001,12.041575,692,3413,4105
134,2011-05-14,2,0,5,0,6,0,2,16.479150999999998,17.041514,0.9225,9.041649999999999,902,2507,3409
135,2011-05-15,2,0,5,0,0,0,2,18.4375,19.376000000000005,0.867083,10.249593,1582,2971,4553
136,2011-05-16,2,0,5,0,1,1,1,19.142500000000002,20.333792000000003,0.7879169999999999,8.500357000000001,773,3185,3958
137,2011-05-17,2,0,5,0,2,1,2,18.398349,19.542914000000003,0.837917,18.582718,678,3445,4123
138,2011-05-18,2,0,5,0,3,1,2,17.85,18.792428,0.87,13.499964,536,3319,3855
139,2011-05-19,2,0,5,0,4,1,2,16.949151,17.708972000000003,0.829583,7.2502710000000015,735,3840,4575
140,2011-05-20,2,0,5,0,5,1,1,17.223349,18.916772,0.719583,8.375871,909,4008,4917
141,2011-05-21,2,0,5,0,6,0,1,20.317500000000003,21.750349999999997,0.626667,8.083549999999999,2258,3547,5805
142,2011-05-22,2,0,5,0,0,0,1,20.395849000000002,21.917,0.7495829999999999,9.916536,1576,3084,4660
143,2011-05-23,2,0,5,0,1,1,2,21.688349,22.959536,0.81,15.667413999999999,836,3438,4274
144,2011-05-24,2,0,5,0,2,1,2,23.020000000000003,23.917658000000003,0.740833,13.875164,659,3833,4492
145,2011-05-25,2,0,5,0,3,1,1,23.059151,24.625772000000005,0.69625,10.333611,740,4238,4978
146,2011-05-26,2,0,5,0,4,1,1,25.291651,27.209408000000003,0.6775,13.376014000000001,758,3919,4677
147,2011-05-27,2,0,5,0,5,1,1,24.038349000000004,26.042528000000004,0.65375,16.125493,871,3808,4679
148,2011-05-28,2,0,5,0,6,0,1,22.824151,24.417014,0.729583,15.416164000000002,2001,2757,4758
149,2011-05-29,2,0,5,0,0,0,1,23.3725,24.6263,0.81875,14.333846000000001,2355,2433,4788
150,2011-05-30,2,0,5,1,1,0,1,26.466651,28.292072000000005,0.685,8.792075,1549,2549,4098
151,2011-05-31,2,0,5,0,2,1,1,28.425000000000004,31.875278,0.636667,7.459042999999999,673,3309,3982
152,2011-06-01,2,0,6,0,3,1,2,27.915849,31.583822000000005,0.677083,13.875164,513,3461,3974
153,2011-06-02,2,0,6,0,4,1,1,25.604999999999997,26.500172,0.305,19.583228999999996,736,4232,4968
154,2011-06-03,2,0,6,0,5,1,1,21.14,22.750778000000004,0.354167,16.959107,898,4414,5312
155,2011-06-04,2,0,6,0,6,0,1,21.845,23.249935999999998,0.45625,8.250514,1869,3473,5342
156,2011-06-05,2,0,6,0,0,0,2,22.471651,24.709063999999998,0.6525,9.292364000000001,1685,3221,4906
157,2011-06-06,2,0,6,0,1,1,1,23.881650999999998,25.042628,0.6,8.167032,673,3875,4548
158,2011-06-07,2,0,6,0,2,1,1,25.252499999999998,27.292700000000004,0.597917,12.583136,763,4070,4833
159,2011-06-08,2,0,6,0,3,1,1,28.464151,32.000414,0.6220829999999999,9.166739,676,3725,4401
160,2011-06-09,2,0,6,0,4,1,2,29.991650999999997,34.000214,0.568333,10.042161,563,3352,3915
161,2011-06-10,2,0,6,0,5,1,1,27.485,30.417272000000004,0.605,9.417117999999999,815,3771,4586
162,2011-06-11,2,0,6,0,6,0,1,26.074999999999996,28.750508000000004,0.6545830000000001,10.374949999999998,1729,3237,4966
163,2011-06-12,2,0,6,0,0,0,1,24.5475,26.459450000000004,0.747917,10.958989,1467,2993,4460
164,2011-06-13,2,0,6,0,1,1,1,21.845,23.709164,0.494583,20.45845,863,4157,5020
165,2011-06-14,2,0,6,0,2,1,1,20.395849000000002,23.042036000000003,0.507083,18.041961,727,4164,4891
166,2011-06-15,2,0,6,0,3,1,1,21.453349,22.791764,0.471667,11.250103999999999,769,4411,5180
167,2011-06-16,2,0,6,0,4,1,2,21.531651,23.292836,0.688333,13.833557,545,3222,3767
168,2011-06-17,2,0,6,0,5,1,1,22.510849000000004,23.625278,0.735833,9.582942999999998,863,3981,4844
169,2011-06-18,2,0,6,0,6,0,1,24.743349000000002,26.500964000000003,0.670417,8.000335999999999,1807,3312,5119
170,2011-06-19,2,0,6,0,0,0,2,24.860849,26.625836,0.666667,6.834,1639,3105,4744
171,2011-06-20,2,0,6,0,1,1,2,21.845,23.292836,0.74625,10.416825,699,3311,4010
172,2011-06-21,3,0,6,0,2,1,2,23.999151,26.084636000000003,0.770417,11.458675000000001,774,4061,4835
173,2011-06-22,3,0,6,0,3,1,1,26.466651,29.792714000000004,0.7075,11.541554,661,3846,4507
174,2011-06-23,3,0,6,0,4,1,2,26.231651,29.792978000000005,0.703333,15.999868,746,4044,4790
175,2011-06-24,3,0,6,0,5,1,1,26.035849,27.334478000000004,0.573333,14.875675,969,4022,4991
176,2011-06-25,3,0,6,0,6,0,1,24.665,26.458658,0.483333,14.041257,1782,3420,5202
177,2011-06-26,3,0,6,0,0,0,1,23.96,26.083514,0.513333,6.333731100000001,1920,3385,5305
178,2011-06-27,3,0,6,0,1,1,2,24.0775,26.042264000000003,0.658333,7.208396000000001,854,3854,4708
179,2011-06-28,3,0,6,0,2,1,1,26.975849000000004,29.708827999999997,0.634167,9.666960999999999,732,3916,4648
180,2011-06-29,3,0,6,0,3,1,1,26.231651,27.209408000000003,0.497917,17.542007,848,4377,5225
181,2011-06-30,3,0,6,0,4,1,1,24.743349000000002,26.042528000000004,0.4341670000000001,12.415903999999998,1027,4488,5515
182,2011-07-01,3,0,7,0,5,1,1,25.957500000000003,27.042692000000002,0.39625,6.8747359999999995,1246,4116,5362
183,2011-07-02,3,0,7,0,6,0,1,26.701651,28.042327999999998,0.444583,7.709153999999999,2204,2915,5119
184,2011-07-03,3,0,7,0,0,0,2,25.683349,28.125950000000003,0.6825,15.333486,2282,2367,4649
185,2011-07-04,3,0,7,1,1,0,2,26.153349,27.917522000000005,0.637917,5.4591064,3065,2978,6043
186,2011-07-05,3,0,7,0,2,1,1,27.093348999999996,29.958308000000002,0.590417,8.459285999999999,1031,3634,4665
187,2011-07-06,3,0,7,0,3,1,1,25.839999999999996,29.251778,0.7433330000000001,10.042161,784,3845,4629
188,2011-07-07,3,0,7,0,4,1,1,27.25,29.333486,0.65125,10.666400000000001,754,3838,4592
189,2011-07-08,3,0,7,0,5,1,2,25.330849,28.251877999999998,0.757917,15.083643,692,3348,4040
190,2011-07-09,3,0,7,0,6,0,1,26.466651,27.834428000000003,0.609167,11.250103999999999,1988,3348,5336
191,2011-07-10,3,0,7,0,0,0,1,27.1325,29.541649999999997,0.578333,12.292557,1743,3138,4881
192,2011-07-11,3,0,7,0,1,1,1,27.8375,32.167064,0.635833,18.916579,723,3363,4086
193,2011-07-12,3,0,7,0,2,1,1,29.325848999999998,32.79215,0.559167,13.417017999999999,662,3596,4258
194,2011-07-13,3,0,7,0,3,1,1,27.093348999999996,29.500664,0.631667,9.790911,748,3594,4342
195,2011-07-14,3,0,7,0,4,1,1,23.999151,25.916863999999997,0.47625,16.124689,888,4196,5084
196,2011-07-15,3,0,7,0,5,1,1,23.176650999999996,25.208486,0.59125,12.249811,1318,4220,5538
197,2011-07-16,3,0,7,0,6,0,1,24.273349000000003,26.125358,0.585,13.958914,2418,3505,5923
198,2011-07-17,3,0,7,0,0,0,1,25.800849,28.208978000000002,0.604167,16.417211,2006,3296,5302
199,2011-07-18,3,0,7,0,1,1,1,27.093348999999996,30.459050000000005,0.65125,14.458867999999999,841,3617,4458
200,2011-07-19,3,0,7,0,2,1,1,28.503349,33.333614,0.650417,8.7502,752,3789,4541
201,2011-07-20,3,0,7,0,3,1,1,28.111651000000002,33.2921,0.7070830000000001,7.625739,644,3688,4332
202,2011-07-21,3,0,7,0,4,1,2,30.305,38.540486,0.69125,14.875407,632,3152,3784
203,2011-07-22,3,0,7,0,5,1,1,31.871651,39.49913599999999,0.580417,8.9177,562,2825,3387
204,2011-07-23,3,0,7,0,6,0,1,31.910849,37.082941999999996,0.5,8.791807,987,2298,3285
205,2011-07-24,3,0,7,0,0,0,1,31.009999999999998,36.458714,0.550833,11.334457,1050,2556,3606
206,2011-07-25,3,0,7,0,1,1,1,26.936650999999998,31.583228,0.757083,6.0841561,568,3272,3840
207,2011-07-26,3,0,7,0,2,1,1,28.268349,30.000614,0.540833,13.417285999999999,750,3840,4590
208,2011-07-27,3,0,7,0,3,1,1,28.425000000000004,29.584022000000004,0.4029170000000001,12.292021000000002,755,3901,4656
209,2011-07-28,3,0,7,0,4,1,1,28.620849,32.8334,0.583333,11.958093,606,3784,4390
210,2011-07-29,3,0,7,0,5,1,1,31.401651,35.873822,0.5425,11.667246,670,3176,3846
211,2011-07-30,3,0,7,0,6,0,1,29.795848999999997,32.083442,0.465833,11.291979,1559,2916,4475
212,2011-07-31,3,0,7,0,0,0,1,29.874150999999998,32.166536,0.480833,11.042471,1524,2778,4302
213,2011-08-01,3,0,8,0,1,1,1,28.268349,30.417272000000004,0.550833,10.500039,729,3537,4266
214,2011-08-02,3,0,8,0,2,1,1,28.816651,30.666686,0.49125,13.79195,801,4044,4845
215,2011-08-03,3,0,8,0,3,1,2,26.388348999999998,28.875842,0.6575,9.084060999999998,467,3107,3574
216,2011-08-04,3,0,8,0,4,1,2,25.369999999999997,27.876008000000006,0.7575,13.20905,799,3777,4576
217,2011-08-05,3,0,8,0,5,1,1,25.409151,27.333422,0.630833,12.374632,1023,3843,4866
218,2011-08-06,3,0,8,0,6,0,2,25.683349,28.626164000000003,0.755,15.29275,1521,2773,4294
219,2011-08-07,3,0,8,0,0,0,1,26.8975,31.209272000000006,0.7529170000000001,13.499629,1298,2487,3785
220,2011-08-08,3,0,8,0,1,1,1,27.955,30.416677999999997,0.592083,12.875725000000001,846,3480,4326
221,2011-08-09,3,0,8,0,2,1,1,28.425000000000004,31.791986,0.570417,10.125107,907,3695,4602
222,2011-08-10,3,0,8,0,3,1,1,28.033349,29.208878,0.42416699999999996,13.417285999999999,884,3896,4780
223,2011-08-11,3,0,8,0,4,1,1,25.722500000000004,27.000386,0.42375,11.041332,812,3980,4792
224,2011-08-12,3,0,8,0,5,1,1,25.291651,27.166772,0.415,8.416607,1051,3854,4905
225,2011-08-13,3,0,8,0,6,0,2,24.234151000000004,26.626628000000004,0.729583,14.167418,1504,2646,4150
226,2011-08-14,3,0,8,0,0,0,2,23.803349,25.209608000000003,0.8175,14.916411,1338,2482,3820
227,2011-08-15,3,0,8,0,1,1,1,23.294151,24.667022000000003,0.7120830000000001,13.999918,775,3563,4338
228,2011-08-16,3,0,8,0,2,1,1,24.939151000000003,26.625242,0.578333,15.834043,721,4004,4725
229,2011-08-17,3,0,8,0,3,1,1,25.996651,28.000286000000003,0.575417,9.625689000000001,668,4026,4694
230,2011-08-18,3,0,8,0,4,1,1,25.448349,27.709028000000004,0.6545830000000001,15.624936,639,3166,3805
231,2011-08-19,3,0,8,0,5,1,2,24.195,25.792586,0.722917,9.333635999999998,797,3356,4153
232,2011-08-20,3,0,8,0,6,0,1,24.7825,26.833736000000002,0.674167,6.999289,1914,3277,5191
233,2011-08-21,3,0,8,0,0,0,1,25.409151,28.584650000000003,0.77,16.666518,1249,2624,3873
234,2011-08-22,3,0,8,0,1,1,1,24.508349000000003,26.124764,0.47,18.54225,833,3925,4758
235,2011-08-23,3,0,8,0,2,1,1,22.119151,24.000422,0.45541699999999996,9.833121,1281,4614,5895
236,2011-08-24,3,0,8,0,3,1,1,23.646651,25.625672,0.605,16.958236,949,4181,5130
237,2011-08-25,3,0,8,0,4,1,2,24.155848999999996,26.626364000000002,0.7716670000000001,14.125810999999999,435,3107,3542
238,2011-08-26,3,0,8,0,5,1,1,24.9,27.542378,0.76125,5.625487499999999,768,3893,4661
239,2011-08-27,3,0,8,0,6,0,2,23.96,25.946696000000003,0.85,25.166339,226,889,1115
240,2011-08-28,3,0,8,0,0,0,1,25.231772999999997,26.765294000000004,0.561765,20.412153,1415,2919,4334
241,2011-08-29,3,0,8,0,1,1,1,21.923348999999998,24.125228,0.554583,10.708275,729,3905,4634
242,2011-08-30,3,0,8,0,2,1,1,22.040849,23.250464,0.548333,8.375535999999999,775,4429,5204
243,2011-08-31,3,0,8,0,3,1,1,22.863349,24.333986000000003,0.597917,5.5833311000000005,688,4370,5058
244,2011-09-01,3,0,9,0,4,1,1,22.785,24.584786,0.639167,9.500332,783,4332,5115
245,2011-09-02,3,0,9,0,5,1,2,22.236651000000002,23.917327999999998,0.727083,9.375243,875,3852,4727
